noise_level,replicate,method,success,vmax,km,r2,vmax_relative_error,km_relative_error,reason
0.0,34,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,34,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,35,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,35,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,36,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,36,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,37,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,37,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,38,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,38,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,39,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,39,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,40,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,40,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,41,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,41,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,42,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,42,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,43,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,43,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,44,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,44,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,45,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,45,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,46,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,46,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,47,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,47,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,48,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,48,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.0,49,nonlinear,True,99.99999999999933,4.999999999999844,1.0,6.679101716144941e-15,3.126388037344441e-14,
0.0,49,lineweaver_burk,True,99.99999999999994,5.0,1.0,5.684341886080802e-16,0.0,
0.03,0,nonlinear,True,96.4726674105338,4.478678427411637,0.9952653089061456,0.03527332589466198,0.10426431451767257,
0.03,0,lineweaver_burk,True,104.74212265373352,5.380950425178192,0.9848930028556069,0.04742122653733517,0.07619008503563833,
0.03,1,nonlinear,True,98.44523844406224,4.643669542913174,0.9968953434612824,0.01554761555937759,0.0712660914173652,
